Total_MET,Avg_METs,TotalDistance,TrackerDistance,DistancePerStep,StepsbyDistance,TotalActiveDistance,TotalSteps,ActiveRatio,AverageActiveMinutes,TotalActiveMinutes,DistanceIntensity,SedentaryMinutes,InactiveRatio,ActivityRank,SedentaryRatio,LightlyActiveMinutes,LightActiveDistance,VeryActiveMinutes,LightlyActiveRatio,AveragePace,ActiveGroup,VeryActiveRatio,VeryActiveDistance,ActiveDistanceRatio,FairlyActiveRatio,FairlyActiveMinutes,TotalUsageMinutes,ModeratelyActiveDistance,Calories
0.5809939752328376,0.5712638349122261,0.6305329594020066,0.6380469271489151,0.5898023025602177,-0.01742267652638398,0.6414848287965308,0.5330717192486267,0.4971412656894082,0.49714126568940803,0.49714126568940775,0.2841943492195886,-0.9675165581521765,-0.9675165581521763,-0.9061030764010257,-0.8058937566973657,0.33121501502139883,0.9639815678579913,-0.10024664322061345,0.6128949793940727,0.474221334360768,0.8948718520687261,-0.007540974202067678,-0.18142509070833587,0.32735577220423195,1.6121070906015231,1.3691714938052033,-0.8615315171102028,1.2507964070262805,1985.0
0.1637473966589695,0.1117157263948885,-0.5479882526485618,-0.5463790173384424,0.17607375889735977,0.371934125914417,-0.5339465874453557,-0.54311262908287,-0.7489084436471193,-0.7489084436471192,-0.7489084436471195,-0.08872084513388519,1.0353169666685702,1.0353169666685704,-0.1012679418420253,0.9109663651054349,-1.3016587695428479,-1.371124334300295,1.5382582423292794,-1.2951870830194505,0.1943683135505878,-1.1441945299283365,1.0358208349678386,0.2398515036124922,0.3316238935841175,-0.2548227620651902,-0.14826420376951377,0.8244929545288597,-0.0411088888665863,1797.0
-1.3523056234364301,-1.5580386432589697,-1.363505108196617,-1.3659818484128303,0.11263714184931825,0.4403786398950096,-1.3490449008428596,-1.4616943523781132,-1.8051625018926525,-1.8051625018926525,-1.8051625018926525,-0.9725508838551221,1.4583577111851636,1.4583577111851638,1.5084023272759755,1.6834094445647971,-1.6913218317684067,-1.592811610972805,-0.6561679436750414,-1.5800566424638656,-0.930962899831848,-1.1441945299283365,-0.6212436313855275,-0.5741405859589095,0.3316240158215469,-0.6622794032907686,-0.686709128715381,0.8244929545288597,-0.6484148016924639,
0.19887493202145123,0.1504045815267383,0.38438616899557404,0.39066687006670037,0.7908586714618783,-0.17707947615941957,0.3954643058438465,0.1956257094386438,0.5136452353494946,0.5136452353494946,0.5136452353494942,-0.06975904617206459,-0.8981114360049229,-0.8981114360049227,-0.9061030764010257,-0.7649592447930024,0.6281011576694437,1.180742483769013,-0.5976499120482596,0.8713718792856939,0.19506436082526155,0.21518305806970522,-0.5581173660006374,-0.5170183346191541,0.3267630256164631,0.8722975571692021,0.7328274915964509,-0.7763039064559205,0.7097420495235024,1745.0
1.1792330378390048,1.2301539104198878,0.12332128351219901,0.12829397393264036,0.482720665767791,0.07483256127485434,0.13701844148904208,0.06946691713468428,0.10929797867737653,0.10929797867737656,0.10929797867737609,0.4559038303055455,-0.8617563720230281,-0.8617563720230281,-0.1012679418420253,-0.4242602273041037,-0.4852218772607245,-0.6075348963156996,1.8601074162765798,-0.23821892873329936,0.2433805818373429,0.21518305806970522,2.1995242519574396,0.7111100638656647,0.33162394786718935,0.21755199444468848,0.09648348938769864,-0.9171147414499521,-0.22882163991785903,1863.0
0.3937899148254656,0.36508054597785605,0.5385387115869281,0.5455917615213125,0.5891115767693617,-0.016844543253686485,0.5520228595001467,0.4412327199878416,0.2743376752782408,0.2743376752782409,0.27433767527824066,0.15040839698883857,-0.3660054995426453,-0.36600549954264494,-0.9061030764010257,-0.25341534924408105,0.3868811667679073,1.3285340920882531,-0.10024664322061345,0.35691356999903767,0.589393847772308,0.8948718520687261,-0.09098300215245043,-0.11359243785708284,0.33162409578848623,-0.24117588891409425,-0.24616328103239873,-0.2871715322661266,-0.17361199951277836,
1.9509678543696243,2.0801291850543673,0.6628553011394797,0.6705312131753315,0.4805680149561507,0.07674303678768675,0.6737905312909499,0.6274032174455083,0.7281968409306184,0.7281968409306186,0.7281968409306181,0.8530479915688557,-1.3508972328703392,-1.350897232870339,-1.4426598327736926,-1.3272859505792525,0.18277194369737643,0.11664353812284275,2.1819565902238804,0.6604726126981735,0.3133622570513698,0.8948718520687261,2.819243394407682,1.0395630436487648,0.3274229417950536,-0.1865623153290109,-0.29511281966384123,-1.1876197665700654,-0.4827859133847249,1921.0
1.530936776041413,1.617514277044871,2.6668385919421707,2.6845550403883913,1.190976470428892,-0.45075552841791094,2.6593499998553782,2.0103566656042617,0.5796611139898405,0.5796611139898405,0.57966111398984,2.885119535116556,0.5032110302062927,0.5032110302062925,-2.247494967332693,-0.06062219577704443,0.40543655068341006,1.2989755824977762,1.1286320209418061,-0.04718710831058388,2.5281318096006884,1.574560646067747,0.7265021345818768,3.0781132772828586,0.3146240682223693,-0.5881963776133907,-0.5888100514524961,0.8244929545288597,-0.6152890260876349,
0.08192594233904262,0.02159900285606777,0.19542489596807644,0.2007588463598484,0.7887242703538304,-0.1754702805877943,0.20908508094332798,0.016740978101874457,0.34860553874863,0.34860553874862993,0.34860553874862965,-0.31204858655202156,-0.7163361160954492,-0.7163361160954491,0.9718455709033086,-0.514139737553045,0.7301557692047091,1.4960309819540025,-0.6561679436750414,0.8898403436244174,0.11771281701823136,0.21518305806970522,-0.6212436313855275,-0.5741405859589095,0.3316240158215469,-0.6622794032907686,-0.686709128715381,-0.6466097163298388,-0.6484148016924639,1786.0
-0.38715517012336553,-0.49503875774607276,-0.5827969238059361,-0.5813620900149092,0.16794756229005064,0.3805554488468961,-0.5712224190945797,-0.5801166517495328,0.4228734022190191,0.422873402219019,0.4228734022190187,-0.6428264436002801,0.5660061407204745,0.5660061407204747,0.16701043634430818,0.054037323830205194,0.8136549968244717,-0.0508534691970497,-0.6561679436750414,0.25124766825023204,-0.8089448586339347,-1.1441945299283365,-0.6212436313855275,-0.5741405859589095,0.32092693225838714,-0.6622794032907686,-0.686709128715381,0.8244929545288597,-0.6484148016924639,1775.0
