Total_MET,Avg_METs,TrackerDistance,TotalDistance,DistancePerStep,StepsbyDistance,TotalActiveDistance,TotalSteps,TotalActiveMinutes,ActiveRatio,AverageActiveMinutes,SedentaryMinutes,DistanceIntensity,InactiveRatio,ActivityRank,SedentaryRatio,LightlyActiveMinutes,LightActiveDistance,VeryActiveMinutes,LightlyActiveRatio,AveragePace,ActiveGroup,VeryActiveRatio,VeryActiveDistance,FairlyActiveRatio,ActiveDistanceRatio,FairlyActiveMinutes,TotalUsageMinutes,ModeratelyActiveDistance,Calories
-0.11170388673219801,-0.19166151567559211,-0.12158492937539774,-0.12531189559290393,0.16431369541140903,0.3844244265297202,-0.11645721965052334,-0.06167687304146816,0.8767325678713962,0.8767325678713966,0.8767325678713968,0.3842308208110008,-0.45004826560644934,0.3842308208110011,0.16701043634430818,-0.27787181187498927,1.3239280545007988,0.8506747307887803,-0.6561679436750414,0.624291138951252,-0.5299755242019996,-0.46450573592931566,-0.6212436313855275,-0.5741405859589095,-0.6622794032907686,0.31797891685808666,-0.686709128715381,0.8244929545288597,-0.6484148016924639,1908
-0.05772742995570174,-0.1322127870583593,0.06332552103135623,0.05867671859479406,0.3857488548265673,0.1632062322687746,0.07240705131228509,0.04377500502415149,-0.39407309595526074,-0.3940730959552606,-0.39407309595526036,0.8932017165575272,0.2051868833703439,0.8932017165575272,-0.6378246982146922,0.6514737680995554,-0.5316103370494816,-0.34151007181355325,0.22160253072668692,-0.7322305726888204,0.7893016860824305,0.21518305806970522,0.04158215515581882,0.2398515036124922,-0.06961519787174543,0.3316239448314212,0.09648348938769864,0.8244929545288597,0.3453584623389689,2902
-1.3441663164621964,-1.5490741524357363,-1.3634830599010377,-1.3610187769242552,0.3676691629377485,0.1802225402107031,-1.346559845523012,-1.461119160315937,-1.788658532232566,-1.788658532232566,-1.7886585322325659,1.0386219724851062,-0.9714974513643341,1.0386219724851062,0.9718455709033086,1.6644563200509717,-1.6727664478529038,-1.5878852281886644,-0.6561679436750414,-1.558754609501609,-0.9956694569913378,-1.1441945299283365,-0.6212436313855275,-0.5741405859589095,-0.6622794032907686,0.3316240158215469,-0.686709128715381,0.3612994183642821,-0.6484148016924639,2100
-1.3977143886611014,-1.6080510657464828,-1.3909697391159828,-1.3883684264776195,-3.1449156358333044,-3.142780671467706,-1.3738954595958683,-1.4902622247995265,-1.8876823501930848,-1.8876823501930848,-1.8876823501930846,1.4914077693505225,-0.9830852111176087,1.4914077693505225,1.5084023272759755,1.7437565601475598,-1.7840987513459208,-1.642075449825536,-0.6561679436750414,-1.6478827280458692,-1.7074414121892991,-1.1441945299283365,-0.6212436313855275,-0.5741405859589095,-0.6622794032907686,-3.1342343741461947,-0.686709128715381,0.8244929545288597,-0.6484148016924639,1496
-0.24386052891909565,-0.3372165377265147,-0.40394805913407666,-0.4062673571567081,0.061159083030608,0.4979113245519975,-0.39229839162929103,-0.34371271419515276,-0.014481793773272317,-0.014481793773272114,-0.014481793773271849,-0.8485363487568847,-0.5669792854266925,-0.8485363487568847,0.9718455709033086,-0.31320539414790066,0.3219373230636475,0.30384617935167374,-0.6561679436750414,0.6640037010516637,-0.356300392306429,-0.46450573592931566,-0.6212436313855275,-0.5741405859589095,-0.6622794032907686,0.3316240158215469,-0.686709128715381,-0.957875772632435,-0.6484148016924639,1861
0.3760119548554291,0.34550021075868825,0.33819229083988933,0.3321731918989,0.06463764175314878,0.493965491657657,0.34576312723796876,0.5161994187581276,0.6621809622902723,0.6621809622902726,0.6621809622902727,-0.8881964185553153,-0.08977429960099141,-0.8881964185553151,-0.1012679418420253,-0.865772356247589,0.8507657646554774,1.0329508754497683,-0.6269089278616504,1.0477592505368516,0.031468388680213566,0.8948718520687261,-0.5903246442582344,-0.5491496003327759,0.5817970628949359,0.33162387028923024,0.4880797984392385,-0.6984873923802715,0.9195385645958012,2133
0.01252764076926168,-0.054835076794659716,0.38067172346650185,0.3744408513159724,0.26232332719102336,0.2829639546880106,0.3880091824690504,0.4462177178600345,-0.21252942969430977,-0.21252942969430955,-0.2125294296943093,0.8204915885937377,0.48540003109236013,0.8204915885937375,-0.6378246982146922,0.518710113817477,-0.3831672657254591,0.027968714076265583,0.5434517046739873,-0.6237088357576146,1.00449587306252,0.8948718520687261,0.28461827688764585,0.5504537964766838,-0.2548227620651902,0.3316240449585327,-0.14826420376951377,0.8244929545288597,-0.0411088888665863,2177
-0.8819393572412482,-1.0399854367373713,-1.0111538108538276,-1.0104459989801655,0.10804085816194038,0.4454414855624795,-0.9961669769185982,-1.0554170257943893,-0.946956079568157,-0.9469560795681569,-0.9469560795681566,0.7610014838960918,-0.8229634411230773,0.7610014838960918,0.9718455709033086,1.0005770782221044,-0.726441868162261,-0.8932651198185031,-0.6561679436750414,-0.8125991414635951,-0.6721367574646355,-1.1441945299283365,-0.6212436313855275,-0.5741405859589095,-0.6622794032907686,0.3316240158215469,-0.686709128715381,0.4279992875719813,-0.6484148016924639,1933
0.5480083627583121,0.5349340563128063,0.9079161236573502,0.8990567738663129,0.22829269512976033,0.31752459947192474,0.9123559234627999,1.0478686148962426,0.49714126568940775,0.4971412656894082,0.49714126568940803,-0.9972616105009995,0.9847270992246129,-0.9972616105009993,-0.1012679418420253,-0.8294048764223696,0.015773488457851193,0.03782147230366572,0.6019697363007692,0.2934999838586933,0.7643932103501724,1.574560646067747,0.78046991720191,0.7432413854384918,2.1795940407266783,0.3316241056394869,1.8586668801196282,-0.8948814517140524,1.6703894371708787,1650
0.3522366107991153,0.31931446124871643,0.08581454130602784,0.08105362409512666,0.11630342247972822,0.43635043223890774,0.09725762672889346,0.1962009015008199,1.2398199003932981,1.2398199003932988,1.2398199003932986,0.2388105648834218,-0.23830827138369076,0.23881056488342212,-0.6378246982146922,-0.5433991204391451,1.5187595856135783,0.761999906742208,-0.5976499120482596,0.7667259186734596,-0.49662668364838186,0.21518305806970522,-0.5770552456161044,-0.5348690374978369,0.11559236632169931,0.3374885730131743,0.3412311825449111,0.8244929545288597,0.3784842729080187,1982
