Total_MET,Avg_METs,TotalDistance,DistancePerStep,TrackerDistance,StepsbyDistance,TotalActiveDistance,TotalSteps,ActiveRatio,AverageActiveMinutes,TotalActiveMinutes,DistanceIntensity,InactiveRatio,SedentaryMinutes,ActivityRank,SedentaryRatio,LightlyActiveMinutes,VeryActiveMinutes,LightActiveDistance,LightlyActiveRatio,AveragePace,ActiveGroup,VeryActiveRatio,VeryActiveDistance,FairlyActiveRatio,ActiveDistanceRatio,FairlyActiveMinutes,TotalUsageMinutes,ModeratelyActiveDistance,Calories
23798.0,16.52638888888889,7.76999998092651,0.0006365200279287712,7.76999998092651,1571.0424748990042,7.7699998617172295,12207,0.20208333333333334,97.0,291,15.62999963760377,0.5180555555555556,746,9,0.7193828351012537,214,46,3.25999999046326,0.2063645130183221,1.602061851737425,3,0.044358727097396335,3.34999990463257,0.029893924783027964,0.9999999846577502,31,1037,1.1599999666214,1859
20410.0,14.17361111111111,5.92000007629395,0.0008171152624284264,5.92000007629395,1223.8175517956292,5.879999995231628,7245,0.16666666666666666,80.0,240,8.379999995231625,0.7854166666666667,1131,8,0.824945295404814,195,5,3.75999999046326,0.1422319474835886,1.4800000190734874,1,0.0036469730123997084,0.379999995231628,0.029175784099197667,0.9932432296373613,40,1371,1.74000000953674,2859
21509.0,14.936805555555555,4.48000001907349,0.0006203267819265425,4.48000001907349,1612.053564565293,4.48000001907349,7222,0.22708333333333333,109.0,327,4.48000001907349,0.4326388888888889,623,16,0.6557894736842105,327,0,4.48000001907349,0.34421052631578947,0.8220183521235761,1,0.0,0.0,0.0,1.0,0,950,0.0,1667
22399.0,15.55486111111111,6.42000007629395,0.0006740865262803391,6.42000007629395,1483.4890789437318,6.3400000333785975,9524,0.2298611111111111,110.33333333333333,331,7.630000025033947,0.48055555555555557,692,11,0.6764418377321603,314,6,5.46000003814697,0.3069403714565005,1.1637462373946736,2,0.005865102639296188,0.409999996423721,0.010752688172043012,0.9875389342734192,11,1023,0.469999998807907,2266
13054.0,18.130555555555556,3.03999996185303,0.0007528479350799975,3.03999996185303,1328.2894903520457,3.020000040531154,4038,0.08541666666666667,41.0,123,6.9800001382827634,0.17847222222222223,257,17,0.6763157894736842,63,45,0.889999985694885,0.16578947368421051,1.4829268106600149,0,0.11842105263157894,1.83000004291534,0.039473684210526314,0.9934210784299862,15,380,0.300000011920929,1665
23737.0,16.48402777777778,7.13000011444092,0.0007018407436205256,7.13000011444092,1424.8246615626585,7.129999876022339,10159,0.22291666666666668,107.0,321,10.179999828338628,0.7770833333333333,1119,10,0.7770833333333333,282,19,5.11999988555908,0.19583333333333333,1.332710301764658,3,0.013194444444444444,1.03999996185303,0.013888888888888888,0.9999999665612094,20,1440,0.970000028610229,2463
22164.0,15.391666666666667,5.94000005722046,0.0007565915242925054,5.94000005722046,1321.7171589849725,5.930000007152562,7851,0.18611111111111112,89.33333333333333,268,9.000000000000014,0.8138888888888889,1172,10,0.8138888888888889,225,31,4.0,0.15625,1.3298507590792075,2,0.021527777777777778,1.13999998569489,0.008333333333333333,0.9983164899037766,12,1440,0.790000021457672,3171
14400.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1440,18,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,2063
22940.0,15.930555555555555,7.40000009536743,0.000702220544255782,7.40000009536743,1424.0540357015711,7.400000035762789,10538,0.20694444444444443,99.33333333333333,298,12.240000128746036,0.7930555555555555,1142,10,0.7930555555555555,245,25,4.5,0.1701388888888889,1.4899329051075363,3,0.017361111111111112,1.94000005722046,0.019444444444444445,0.9999999919453189,28,1440,0.959999978542328,2380
24433.0,16.96736111111111,8.59000015258789,0.0006598049122503949,8.59000015258789,1515.599507420008,8.600000023841854,13019,0.20208333333333334,97.0,291,15.74000000953674,0.7979166666666667,1149,10,0.7979166666666667,233,42,4.71000003814697,0.16180555555555556,1.7711340520799776,4,0.029166666666666667,3.25,0.011111111111111112,1.0011641293453237,16,1440,0.639999985694885,1921
20963.0,14.557638888888889,7.69999980926514,0.000779588924700328,7.69999980926514,1282.7273045014042,7.66000024974347,9877,0.125,60.0,180,19.35000070929529,0.875,1260,10,0.875,110,66,1.73000001907349,0.0763888888888889,2.5666666030883802,2,0.04583333333333333,5.76000022888184,0.002777777777777778,0.9948052518814948,4,1440,0.170000001788139,2947
22390.0,15.54861111111111,6.36999988555908,0.0006714451233855888,6.36999988555908,1489.3249875101603,6.36999981105328,9487,0.2388888888888889,114.66666666666667,344,7.249999806284907,0.3854166666666667,555,9,0.6173526140155728,329,3,5.69999980926514,0.3659621802002225,1.1110464916672815,2,0.0033370411568409346,0.209999993443489,0.013348164627363738,0.9999999883036418,12,899,0.46000000834465,2260
19052.0,13.230555555555556,4.82999992370605,0.0007277384245451333,4.82999992370605,1374.1201045211285,4.8299999833106995,6637,0.12152777777777778,58.333333333333336,175,5.409999966621398,0.8784722222222222,1265,10,0.8784722222222222,160,0,4.25,0.1111111111111111,1.6559999738420745,1,0.0,0.0,0.010416666666666666,1.0000000123405073,15,1440,0.579999983310699,2677
16060.0,11.152777777777779,1.53999996185303,0.0007152809855332234,1.53999996185303,1398.0519826827579,1.5399999916553502,2153,0.027777777777777776,13.333333333333334,40,3.69999995827675,0.9722222222222222,1400,10,0.9722222222222222,11,11,0.150000005960464,0.007638888888888889,2.309999942779545,0,0.007638888888888889,0.769999980926514,0.0125,1.0000000193521563,18,1440,0.620000004768372,2053
14400.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1440,18,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,1980
14400.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1440,18,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,1688
16324.0,11.33611111111111,1.24000000953674,0.0006942889191135162,1.24000000953674,1440.3225695677565,1.24000000953674,1786,0.06041666666666667,29.0,87,1.24000000953674,0.9395833333333333,1353,16,0.9395833333333333,87,0,1.24000000953674,0.06041666666666667,0.8551724203701656,0,0.0,0.0,0.0,1.0,0,1440,0.0,2338
24244.0,16.836111111111112,6.71000003814697,0.0006828126628825653,6.71000003814697,1464.5305430898059,6.70000004768372,9827,0.15694444444444444,75.33333333333333,226,14.26000022888185,0.7888888888888889,1136,12,0.8340675477239354,114,61,2.30999994277954,0.08370044052863436,1.781415939331054,2,0.044787077826725405,3.17000007629395,0.037444933920704845,0.998509688464024,51,1362,1.22000002861023,2743
19338.0,13.429166666666667,3.07999992370605,0.0006738131532938197,3.07999992370605,1484.0909458529743,3.0699999332428,4571,0.1625,78.0,234,3.0699999332428,0.8375,1206,16,0.8375,234,0,3.0699999332428,0.1625,0.7897435701810385,0,0.0,0.0,0.0,0.9967532497691698,0,1440,0.0,1779
18742.0,13.015277777777778,3.41000008583069,0.0006743128506685169,3.41000008583069,1482.991165018723,3.40000009536743,5057,0.13541666666666666,65.0,195,3.40000009536743,0.8645833333333334,1245,16,0.8645833333333334,195,0,3.40000009536743,0.13541666666666666,1.0492307956402123,1,0.0,0.0,0.0,0.997067451550863,0,1440,0.0,1724
26146.0,18.156944444444445,9.10999965667725,0.0006715317452953892,9.10999965667725,1489.1328771957403,9.09000015258789,13566,0.2,96.0,288,19.32000064849854,0.5159722222222223,743,12,0.7206595538312318,171,67,3.11999988555908,0.1658583899127061,1.8979165951410937,4,0.06498545101842872,4.26000022888184,0.04849660523763336,0.9978046646714526,50,1031,1.71000003814697,2960
22841.0,15.861805555555556,7.09999990463257,0.000769064114453268,7.09999990463257,1300.281707606271,7.110000073909764,9232,0.1840277777777778,88.33333333333333,265,9.600000083446506,0.8159722222222222,1175,10,0.8159722222222222,236,13,5.42000007629395,0.1638888888888889,1.607547148218695,2,0.009027777777777777,0.800000011920929,0.011111111111111112,1.0014084745650023,16,1440,0.889999985694885,2979
14407.0,10.004861111111111,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1440,18,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,2064
20680.0,14.36111111111111,5.57999992370605,0.0008114003088128618,5.57999992370605,1232.4372928364712,5.57999992370605,6877,0.17916666666666667,86.0,258,5.57999992370605,0.5395833333333333,777,16,0.7507246376811594,258,0,5.57999992370605,0.2492753623188406,1.2976744008618721,1,0.0,0.0,0.0,1.0,0,1035,0.0,2898
22195.0,15.413194444444445,7.19000005722046,0.0006568609590005902,7.19000005722046,1522.392199289015,7.190000116825103,10946,0.18263888888888888,87.66666666666667,263,13.620000243186944,0.5083333333333333,732,9,0.735678391959799,201,51,3.69000005722046,0.2020100502512563,1.6403041955636029,3,0.05125628140703518,2.9300000667572,0.011055276381909548,1.0000000082899363,11,995,0.569999992847443,2033
18830.0,13.07638888888889,2.74000000953674,0.0006207521544034301,2.74000000953674,1610.9488995024815,2.74000003933907,4414,0.13333333333333333,64.0,192,3.470000028610234,0.49027777777777776,706,9,0.7861915367483296,181,3,2.20000004768372,0.20155902004454343,0.8562500029802312,0,0.0033407572383073497,0.189999997615814,0.008908685968819599,1.0000000108767628,8,898,0.349999994039536,1459
17700.0,12.291666666666666,2.61999988555908,0.0006507699666068255,2.61999988555908,1536.6412884941385,2.59999990463257,4026,0.13819444444444445,66.33333333333333,199,2.59999990463257,0.8618055555555556,1241,16,0.8618055555555556,199,0,2.59999990463257,0.13819444444444445,0.7899497142389185,0,0.0,0.0,0.0,0.9923664191602658,0,1440,0.0,1470
31660.0,21.98611111111111,9.07999992370605,0.0007512203130393025,9.07999992370605,1331.1674120660816,9.080000042915351,12087,0.25555555555555554,122.66666666666667,368,18.52000021934511,0.4826388888888889,695,12,0.6538099717779868,199,115,3.55999994277954,0.187206020696143,1.4804347701694645,3,0.10818438381937912,3.92000007629395,0.05079962370649106,1.0000000131287778,54,1063,1.60000002384186,4005
21294.0,14.7875,4.57000017166138,0.000661647628733369,4.57000017166138,1511.3784990272827,4.55999994277954,6907,0.20972222222222223,100.66666666666667,302,4.55999994277954,0.7902777777777777,1138,16,0.7902777777777777,302,0,4.55999994277954,0.20972222222222223,0.9079470539724596,1,0.0,0.0,0.0,0.9978117661912026,0,1440,0.0,1992
20217.0,14.039583333333333,5.26999998092651,0.0007431955973665929,5.26999998092651,1345.5408018338062,5.080000042915348,7091,0.08263888888888889,39.666666666666664,119,12.9100000858307,0.9173611111111111,1321,10,0.9173611111111111,47,42,0.730000019073486,0.03263888888888889,2.6571428475259715,1,0.029166666666666667,3.48000001907349,0.020833333333333332,0.9639468807023109,30,1440,0.870000004768372,2584
17738.0,12.318055555555556,1.37000000476837,0.0006511406866769819,1.37000000476837,1535.7664180123338,1.37000000476837,2104,0.12638888888888888,60.666666666666664,182,1.37000000476837,0.8736111111111111,1258,16,0.8736111111111111,182,0,1.37000000476837,0.12638888888888888,0.4516483532203418,0,0.0,0.0,0.0,1.0,0,1440,0.0,1474
22186.0,15.406944444444445,1.41999995708466,0.0007164480106380726,1.41999995708466,1395.774690070525,1.409999966621399,1982,0.09791666666666667,47.0,141,2.679999947547913,0.8486111111111111,1222,12,0.896551724137931,55,65,0.589999973773956,0.04035216434336023,0.6042553008870893,0,0.04768892149669846,0.449999988079071,0.015407190022010272,0.9929577529820552,21,1363,0.370000004768372,3051
12240.0,12.75,2.95000004768372,0.0007404618593583634,2.95000004768372,1350.5084527466893,2.910000041127206,3984,0.06736111111111111,32.333333333333336,97,3.5900000184774408,0.60625,873,17,0.9,88,3,2.44000005722046,0.09072164948453608,1.8247422975363214,0,0.003092783505154639,0.209999993443489,0.006185567010309278,0.9864406759627271,6,970,0.259999990463257,1527
22442.0,15.584722222222222,7.67000007629395,0.0008112968136549556,7.67000007629395,1232.5945118592563,7.67000007629395,9454,0.21736111111111112,104.33333333333333,313,7.67000007629395,0.50625,729,16,0.699616122840691,313,0,7.67000007629395,0.30038387715930903,1.4702875545611405,2,0.0,0.0,0.0,1.0,0,1042,0.0,3145
24272.0,16.855555555555554,8.02999973297119,0.0006604161306827198,8.02999973297119,1514.1968124949158,8.02999997138977,12159,0.22152777777777777,106.33333333333333,319,12.22000002861023,0.5236111111111111,754,9,0.7027027027027027,289,24,5.80999994277954,0.26933830382106244,1.5103447773613523,3,0.022367194780987885,1.97000002861023,0.005591798695246971,1.0000000296909823,6,1073,0.25,1896
22311.0,15.49375,5.21999979019165,0.0006615130896200292,5.21999979019165,1511.6858845142376,5.21999979019165,7891,0.2659722222222222,127.66666666666667,383,5.21999979019165,0.7340277777777777,1057,16,0.7340277777777777,383,0,5.21999979019165,0.2659722222222222,0.8177545363224517,2,0.0,0.0,0.0,1.0,0,1440,0.0,2066
19594.0,13.606944444444444,1.54999995231628,0.000640231289680413,1.54999995231628,1561.9355319218687,1.54999995231628,2421,0.10833333333333334,52.0,156,1.54999995231628,0.5131944444444444,739,16,0.8256983240223463,156,0,1.54999995231628,0.17430167597765364,0.5961538278139538,0,0.0,0.0,0.0,1.0,0,895,0.0,2297
20170.0,14.006944444444445,3.5699999332428,0.0006609886934350676,3.5699999332428,1512.8851823518148,3.570000100880863,5401,0.17916666666666667,86.0,258,4.030000116676094,0.8208333333333333,1182,10,0.8208333333333333,248,1,3.16000008583069,0.17222222222222222,0.8302325426146047,1,0.0006944444444444445,0.0500000007450581,0.00625,1.0000000469574415,9,1440,0.360000014305115,1876
23051.0,16.007638888888888,9.4399995803833,0.0006962165041952431,9.4399995803833,1436.3348096091179,9.27999997138976,13559,0.175,84.0,252,17.47999978065489,0.5916666666666667,852,5,0.7717391304347826,142,14,2.89000010490417,0.1286231884057971,2.2476189477103095,4,0.012681159420289856,1.80999994277954,0.08695652173913043,0.9830508881243992,96,1104,4.57999992370605,1628
18016.0,12.511111111111111,4.92999982833862,0.0006890286273009952,4.92999982833862,1451.318508952401,4.9200000166893005,7155,0.12430555555555556,59.666666666666664,179,7.230000019073486,0.8756944444444444,1261,10,0.8756944444444444,166,7,3.47000002861023,0.11527777777777778,1.6525139089403196,1,0.004861111111111111,0.860000014305115,0.004166666666666667,0.9979716405684562,6,1440,0.589999973773956,1497
19561.0,13.584027777777777,4.23999977111816,0.0006888707995317887,4.23999977111816,1451.651021758622,4.24000003933907,6155,0.13402777777777777,64.33333333333333,193,8.53000003099442,0.8659722222222223,1247,10,0.8659722222222223,162,25,1.95000004768372,0.1125,1.3181346438709305,1,0.017361111111111112,2.0,0.004166666666666667,1.0000000632596522,6,1440,0.28999999165535,2248
20602.0,14.306944444444444,6.46000003814697,0.0007796282932834866,6.46000003814697,1282.6625311254352,6.469999939203254,8286,0.175,84.0,252,8.819999903440461,0.825,1188,10,0.825,206,2,4.26999998092651,0.14305555555555555,1.53809524717785,2,0.001388888888888889,0.150000005960464,0.030555555555555555,1.0015479722905936,44,1440,2.04999995231628,2889
19934.0,13.843055555555555,7.13000011444092,0.000800673791627279,7.13000011444092,1248.9480865454743,7.1299999356269845,8905,0.08819444444444445,42.333333333333336,127,18.51999974250794,0.9118055555555555,1313,10,0.9118055555555555,82,41,1.3400000333786,0.05694444444444444,3.36850399107445,2,0.02847222222222222,5.59999990463257,0.002777777777777778,0.9999999749209071,4,1440,0.189999997615814,1976
3665.0,10.180555555555555,0.0299999993294477,0.0007142856983201834,0.0299999993294477,1400.0000312924412,0.0299999993294477,42,0.002777777777777778,1.3333333333333333,4,0.0299999993294477,0.001388888888888889,2,17,0.3333333333333333,4,0,0.0299999993294477,0.6666666666666666,0.44999998994171553,0,0.0,0.0,0.0,1.0,0,6,0.0,403
26738.0,18.568055555555556,9.07999992370605,0.0006606999871720912,9.07999992370605,1513.5462682240554,9.089999824762348,13743,0.31875,153.0,459,10.899999827146532,0.5861111111111111,844,11,0.6477359938603223,432,6,7.69999980926514,0.33154259401381425,1.186928094602098,4,0.004604758250191865,0.419999986886978,0.016116653875671526,1.0011013106982734,21,1303,0.970000028610229,2486
19368.0,13.45,5.90000009536743,0.0007562163670042848,5.90000009536743,1322.3728599811354,5.8900002241134635,7802,0.18055555555555555,86.66666666666667,260,7.430000245571135,0.8194444444444444,1180,13,0.8194444444444444,249,8,5.03000020980835,0.17291666666666666,1.36153848354633,2,0.005555555555555556,0.680000007152557,0.0020833333333333333,0.9983051065945205,3,1440,0.180000007152557,2771
