Total_MET,Avg_METs,TotalDistance,DistancePerStep,TrackerDistance,StepsbyDistance,TotalActiveDistance,TotalSteps,TotalActiveMinutes,ActiveRatio,AverageActiveMinutes,DistanceIntensity,InactiveRatio,SedentaryMinutes,ActivityRank,SedentaryRatio,LightlyActiveMinutes,LightActiveDistance,VeryActiveMinutes,LightlyActiveRatio,AveragePace,ActiveGroup,VeryActiveRatio,VeryActiveDistance,FairlyActiveRatio,ActiveDistanceRatio,FairlyActiveMinutes,TotalUsageMinutes,ModeratelyActiveDistance,Calories
14400.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1440,18,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,1841
14400.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1440,18,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1440,0.0,1980
20582.0,14.293055555555556,3.6800000667572,0.0006202595763959548,3.6800000667572,1612.2282316228689,3.6800000667572,5933,288,0.2,96.0,3.6800000667572,0.7069444444444445,1018,16,0.77947932618683,288,3.6800000667572,0,0.22052067381316998,0.7666666805744167,1,0.0,0.0,0.0,1.0,0,1306,0.0,1595
25065.0,17.40625,11.3000001907349,0.0007588986024670854,11.3000001907349,1317.6990928025482,11.279999613761898,14890,297,0.20625,99.0,21.51999926567077,0.79375,1143,10,0.79375,231,5.96999979019165,58,0.16041666666666668,2.282828321360586,4,0.04027777777777778,4.92999982833862,0.005555555555555556,0.998230037465893,8,1440,0.379999995231628,3060
20899.0,14.513194444444444,6.05999994277954,0.0006725860091875183,6.05999994277954,1486.798693906816,6.059999942779539,9010,240,0.16666666666666666,80.0,9.9099998474121,0.44722222222222224,644,12,0.7285067873303167,183,3.25999999046326,15,0.20701357466063347,1.514999985694885,2,0.016968325791855202,1.04999995231628,0.04751131221719457,0.9999999999999999,42,884,1.75,1468
17716.0,12.302777777777777,2.25999999046326,0.0006619800792218102,2.25999999046326,1510.6194754010555,2.25999999046326,3414,147,0.10208333333333333,49.0,2.25999999046326,0.8979166666666667,1293,16,0.8979166666666667,147,2.25999999046326,0,0.10208333333333333,0.9224489756992897,0,0.0,0.0,0.0,1.0,0,1440,0.0,1657
26918.0,18.693055555555556,7.19000005722046,0.0007105445258642612,7.19000005722046,1407.371337895628,7.2000001072883535,10119,354,0.24583333333333332,118.0,10.720000028610219,0.7541666666666667,1086,12,0.7541666666666667,275,5.1100001335144,55,0.1909722222222222,1.2186440774949931,3,0.03819444444444445,1.42999994754791,0.016666666666666666,1.0013908275366217,24,1440,0.660000026226044,2793
27171.0,18.86875,9.34000015258789,0.0007694208874361884,9.34000015258789,1299.6787796236356,9.33000004291534,12139,322,0.22361111111111112,107.33333333333333,17.03999996185301,0.65625,945,12,0.7458563535911602,220,4.92000007629395,77,0.17363851617995266,1.7403726992399797,3,0.06077348066298342,3.29999995231628,0.01973164956590371,0.9989293244636854,25,1267,1.11000001430511,3544
22436.0,15.580555555555556,6.90000009536743,0.0006613629919838426,6.90000009536743,1512.0289646089398,6.900000005960457,10433,297,0.20625,99.0,12.479999840259536,0.4722222222222222,680,9,0.6960081883316275,254,3.90000009536743,36,0.2599795291709314,1.3939394132055414,3,0.0368474923234391,2.57999992370605,0.007164790174002047,0.999999987042468,7,977,0.419999986886978,2012
15490.0,10.756944444444445,0.850000023841858,0.0007264957468733829,0.850000023841858,1376.4705496263348,0.850000023841858,1170,51,0.035416666666666666,17.0,0.850000023841858,0.9645833333333333,1389,16,0.9645833333333333,51,0.850000023841858,0,0.035416666666666666,1.0000000280492447,0,0.0,0.0,0.0,1.0,0,1440,0.0,1886
18624.0,12.933333333333334,0.0,0.0,0.0,0.0,0.0,0,33,0.022916666666666665,11.0,0.0,0.9770833333333333,1407,12,0.9770833333333333,0,0.0,33,0.0,0.0,0,0.022916666666666665,0.0,0.0,0.0,0,1440,0.0,2664
21426.0,14.879166666666666,6.36999988555908,0.0007274180524790545,6.36999988555908,1374.7252994230498,6.369999945163723,8757,228,0.15833333333333333,76.0,11.439999938011166,0.8416666666666667,1212,10,0.8416666666666667,186,3.54999995231628,29,0.12916666666666668,1.6763157593576528,2,0.02013888888888889,2.25,0.009027777777777777,1.0000000093570869,13,1440,0.569999992847443,3011
18436.0,12.802777777777777,2.6800000667572,0.0006745532511344576,2.6800000667572,1482.4626496399046,2.6800000667572,3973,191,0.1326388888888889,63.666666666666664,2.6800000667572,0.8673611111111111,1249,16,0.8673611111111111,191,2.6800000667572,0,0.1326388888888889,0.8418848377247748,0,0.0,0.0,0.0,1.0,0,1440,0.0,1696
24207.0,16.810416666666665,8.47999954223633,0.0006611054449392944,8.47999954223633,1512.6180061817888,8.46999979019164,12827,271,0.18819444444444444,90.33333333333333,13.719999790191629,0.43125,621,12,0.6961883408071748,209,4.67999982833862,20,0.23430493273542602,1.8774906735578591,4,0.02242152466367713,1.46000003814697,0.04708520179372197,0.9988207838933382,42,892,2.32999992370605,2739
21525.0,14.947916666666666,5.3600001335144,0.0006708385648954193,5.3600001335144,1490.671604659305,5.359999895095823,7990,313,0.21736111111111112,104.33333333333333,7.049999892711638,0.43333333333333335,624,9,0.6659551760939167,289,4.11999988555908,6,0.3084311632870864,1.0274760639324727,2,0.0064034151547491995,0.449999988079071,0.0192102454642476,0.9999999555189234,18,937,0.790000021457672,2175
22820.0,15.847222222222221,5.11999988555908,0.0006720923976843108,5.11999988555908,1487.8906582569484,5.100000113248827,7618,412,0.2861111111111111,137.33333333333334,5.320000112056734,0.7138888888888889,1028,13,0.7138888888888889,404,4.88000011444092,0,0.28055555555555556,0.7456310512950117,2,0.0,0.0,0.005555555555555556,0.9960937943833431,8,1440,0.219999998807907,2004
21025.0,14.600694444444445,5.59999990463257,0.0006539000355712949,5.59999990463257,1529.2857403292946,5.560000002384189,8564,187,0.12986111111111112,62.333333333333336,9.949999928474428,0.8701388888888889,1253,10,0.8701388888888889,149,2.95000004768372,24,0.10347222222222222,1.796791413251092,2,0.016666666666666666,1.77999997138977,0.009722222222222222,0.9928571601911473,14,1440,0.829999983310699,2386
22830.0,15.854166666666666,7.09999990463257,0.0006609569823713061,7.09999990463257,1512.957766800971,7.09999990463257,10742,271,0.18819444444444444,90.33333333333333,13.429999828338632,0.4576388888888889,659,12,0.7086021505376344,195,2.86999988555908,35,0.20967741935483872,1.5719556984426355,3,0.03763440860215054,2.09999990463257,0.04408602150537634,1.0,41,930,2.13000011444092,2046
21990.0,15.270833333333334,7.75,0.0007280413339596054,7.75,1373.5483870967741,7.74999999999999,10645,218,0.15138888888888888,72.66666666666667,16.52999997138975,0.5166666666666667,744,9,0.7733887733887734,150,2.71000003814697,36,0.15592515592515593,2.13302752293578,3,0.037422037422037424,3.74000000953674,0.033264033264033266,0.9999999999999988,32,962,1.29999995231628,1545
19807.0,13.754861111111111,3.78999996185303,0.000746503833337213,3.78999996185303,1339.5778498946797,3.7899999916553497,5077,170,0.11805555555555555,56.666666666666664,4.649999976158143,0.5388888888888889,776,12,0.8202959830866807,144,3.25,15,0.1522198731501057,1.337647045359893,1,0.015856236786469344,0.319999992847443,0.011627906976744186,1.000000007863409,11,946,0.219999998807907,2551
24272.0,16.855555555555554,5.59000015258789,0.0007934705681459035,5.59000015258789,1260.286191001,5.57999992370605,7045,245,0.1701388888888889,81.66666666666667,8.92999982833861,0.5770833333333333,831,12,0.7723048327137546,166,3.77999997138977,74,0.15427509293680297,1.3689796292051977,1,0.0687732342007435,1.54999995231628,0.004646840148698885,0.9982110503383064,5,1076,0.25,3644
31326.0,21.754166666666666,19.5599994659424,0.0009131652411737815,19.5599994659424,1095.092054439787,19.520000129938122,21420,313,0.21736111111111112,104.33333333333333,46.37000066041944,0.7826388888888889,1127,2,0.7826388888888889,213,5.8899998664856,88,0.14791666666666667,3.749520664397904,4,0.06111111111111111,13.2200002670288,0.008333333333333333,0.9979550441157258,12,1440,0.409999996423721,3832
26725.0,18.55902777777778,10.2399997711182,0.0006693247775095235,10.2399997711182,1494.0430021444581,10.22999978065491,15299,375,0.2604166666666667,125.0,20.189999580383308,0.7395833333333334,1065,10,0.7395833333333334,261,4.36999988555908,64,0.18125,1.638399963378912,4,0.044444444444444446,4.09999990463257,0.034722222222222224,0.9990234384094916,50,1440,1.75999999046326,2889
23796.0,16.525,8.34000015258789,0.0007508778385331674,8.34000015258789,1331.774555969704,8.340000092983248,11107,206,0.14305555555555555,68.66666666666667,19.780000329017646,0.5756944444444444,829,9,0.8009661835748793,145,2.52999997138977,55,0.14009661835748793,2.429126258035308,3,0.05314009661835749,5.63000011444092,0.005797101449275362,0.9999999928531604,6,1035,0.180000007152557,2693
