Total_MET,Avg_METs,TrackerDistance,TotalDistance,DistancePerStep,StepsbyDistance,TotalActiveDistance,TotalSteps,TotalActiveMinutes,AverageActiveMinutes,ActiveRatio,DistanceIntensity,InactiveRatio,SedentaryMinutes,SedentaryRatio,ActivityRank,LightlyActiveMinutes,VeryActiveMinutes,LightActiveDistance,LightlyActiveRatio,ActiveGroup,AveragePace,VeryActiveRatio,VeryActiveDistance,ActiveDistanceRatio,FairlyActiveMinutes,FairlyActiveRatio,TotalUsageMinutes,ModeratelyActiveDistance,Calories
0.042334684488153654,-0.018121369595798725,-0.44750054875356304,-0.44931383206870795,0.1626483826380804,0.37646563239580194,-0.43365745145592244,-0.4285436789063297,1.2986194644292786,1.298619464429279,1.2986194644292783,-0.5873485114851301,0.21879093664711746,0.2187909366471171,-0.5861619942232694,0.9755559783841223,1.7882289771879836,-0.651610630373,0.2191980935883752,0.9692673713966715,-0.4565149062570064,-0.9209031004503897,-0.6138597184318453,-0.578092069304267,0.3264094141005365,-0.680624295635852,-0.6520064087776453,0.8319106717188457,-0.6396161924897081,1972
1.2239636840524286,1.2735666654165982,0.15413188523012966,0.1495549990808764,0.33277912079527455,0.20424302433783886,0.15173197897378354,0.16042934615568102,1.0087199984432613,1.0087199984432618,1.008719998443261,-0.27970162575668867,-0.9181213070336056,-0.9181213070336063,-1.128794655421227,-0.3751861672030383,1.287037934367696,-0.5335575374569822,1.1692299434079856,1.4043269095653872,0.22238151869153186,-0.34159319989168346,-0.49374465238911375,-0.5230573151944647,0.29778778569972253,0.058813710954742304,0.0976554734091104,-0.5795486400438712,-0.3743200925992908,3654
-0.19590574168067,-0.2785519345633142,-0.28179672951279516,-0.2843711744917888,0.23635891461207406,0.29975210820431736,-0.26893743672828585,-0.2701611079117884,-0.15087786550080717,-0.15087786550080695,-0.15087786550080692,0.007435532681500361,-0.4971654617057575,-0.49716546170575826,-0.00022121805700584733,-0.9154830254379026,-0.11444072240755203,0.20427429326812943,-0.6714568172300424,0.029059876682434448,-0.4565149062570064,-0.0778629720961986,0.26776654562536295,0.30613297641508447,0.326409633092672,-0.6313284285298124,-0.6014095915623714,-0.6280908915066101,-0.5954001758413052,2291
0.050167246444388955,-0.00955926882974392,-0.08550139761261975,-0.088977526584894,0.20367288318272814,0.33335916905553664,-0.07634181233899026,-0.04134304465677525,0.3046784381915054,0.3046784381915056,0.30467843819150564,0.11214339189077378,-0.8750313386142198,-0.8750313386142202,-0.588915527121753,-0.9154830254379026,0.3774690048049523,0.2337875664971339,-0.36467572978086915,0.6550349443716613,0.22238151869153186,-0.18689089143481438,0.352520585639222,0.3318158361526732,0.31964639572923653,-0.5820325614237728,-0.5447820425982063,-0.8483980327605791,-0.518022144647631,2421
0.36847386149917344,0.3383949928574475,0.31218784150099843,0.3068849242004564,-0.023357101904063437,0.5859006649392842,0.3240545018728645,0.5342044307754771,-0.05148376287702988,-0.051483762877029646,-0.05148376287702966,0.30536726715987084,0.7590728483671115,0.759072848367111,0.40125490317328005,-0.6453345963204704,-0.10515940679976893,0.2337875664971339,0.2934193853113635,-0.42153650679686433,0.9012779436400702,0.6245870764292617,0.050526740617013455,0.31713991630262195,0.33160736037512994,-0.13836975746941618,-0.2465642741616416,0.8319106717188457,-0.19745600953392964,1776
0.250332718659291,0.20924997296944695,-0.049811248860132454,-0.05345132078273771,0.05629461872019929,0.49328224786083974,-0.03832954336696229,0.06606135238129213,0.7850832675397624,0.7850832675397628,0.7850832675397624,-0.3369131607440723,0.42429693987803574,0.424296939878035,-0.21058010686998016,-0.6453345963204704,1.073567675388685,-0.5925840839149912,0.674421646512034,0.44430708403930746,0.22238151869153186,-0.4177734681833606,-0.569567287828588,-0.5340642687500308,0.32640917369203915,-0.03977802325733694,-0.1728475224132773,0.8319106717188457,-0.06480798429634528,2062
0.7011401734737226,0.7020464392824067,0.822045859066093,0.8144009053613533,0.05987897524866152,0.48922096666799364,0.82581691828463,1.070642696416694,0.8679116863929102,0.8679116863929104,0.8679116863929103,0.759821123095794,-0.8219975313288217,-0.821997531328822,-0.9585965473249934,-0.9154830254379026,0.8136908383707581,0.8240530310772232,0.7733834474570157,0.9039472746965426,1.5801743685886085,0.3158426050189967,0.8708027598896267,0.7647559091060665,0.32240125178280266,-0.5327366943177332,-0.503749254423393,-0.5347404079244198,-0.4295901113508259,2173
-1.413216412378906,-1.6092450952877402,0.5773141224697027,0.5707933457252637,0.5883001840916271,-0.025318680094777942,-1.3864991859772096,0.4684386949079648,-1.89027466141691,-1.8902746614169097,-1.8902746614169095,-0.9932265291359208,1.4949169244520113,1.4949169244520106,1.7460803707931198,1.5158528366189865,-1.7850775318085101,-0.651610630373,-1.6412810980215449,-1.6555340653901487,0.9012779436400702,8.077048567994881,-0.6138597184318453,-0.578092069304267,-3.1768738692221112,-0.680624295635852,-0.6520064087776453,0.8319106717188457,-0.6396161924897081,2955
0.23423245241591845,0.19165009917255552,0.24590636242854275,0.24090790957018615,0.0915168611045733,0.45375760779397417,0.2556323229410192,0.3873016775802944,-0.05148376287702988,-0.051483762877029646,-0.05148376287702966,0.47916076271962726,-1.4915493483069735,-1.491549348306974,-0.7986616441511234,-0.9154830254379026,-0.26294177213208164,0.46989375232916963,-0.39931227753156434,0.4601821225088069,0.22238151869153186,0.5366963909722994,0.9785724777641052,0.5923136759172112,0.32640941410053725,0.30529304648494043,0.7428966466447542,-1.7034884623734419,0.2225961198003361,1728
-0.9571872495936508,-1.11074056179741,-0.9955979115580601,-0.994893505766612,0.013374933478347742,0.5426175726287428,-0.9861029133033703,-1.0204353017139403,-0.9211821608350813,-0.921182160835081,-0.9211821608350809,-0.8226713996324149,1.1071072086775369,1.1071072086775364,1.037321002723204,0.16511069103182596,-0.6991636056978874,-0.651610630373,-0.8594839676910749,-0.8578671352497382,-1.1354113312055447,-0.6211388094464118,-0.6138597184318453,-0.578092069304267,0.26113090643834813,-0.680624295635852,-0.6520064087776453,0.8319106717188457,-0.6396161924897081,1370
